Sec,Min,Sec/cyc,L1 Power,L2 Power,L1+L2 Power,L1-N Amps,L2-N Amps,N Amps,L1-N Volts,L2-N Volts,L1-L2 Volts,L3 N Amps,L3 Power,L3-N Volts,Ambient Air,power cord strain relief,power cord at separation,power cord at individual conductor,power switch body top,internal wiring by tank,terminal block body,hi limit body,circuit breaker body 40A,circuit breaker body 4A,inlet valve windings,hot lead at heating element,element end seal,ambient near 24vdc power supply,body of bypass valve windings,body of brew valve windings,lock solonoid windings,ambient near electronic control,spin motor,solid state relay,ptc lead,ptc hi limit control,Handle
3490,58.16666667,20,2811.556647,2683.780026,5495.336674,26.180597,25.934712,0.001595,107.390851,103.482161,222.298577,0.003775,0,0,70.272814,86.279235,105.178459,107.763969,87.285891,125.509972,106.732165,153.004388,116.627716,101.446906,86.851471,178.571709,211.204093,94.292544,161.328736,180.128286,186.802789,164.257595,87.99425,104.485798,150.416119,201.975879,84.171248
3495,58.25,25,2897.120601,2760.503577,5657.624178,26.9656,26.632849,0.002136,107.437645,103.650329,222.47058,0.003947,0,0,70.747714,86.570768,105.593304,108.173259,87.338426,126.317775,106.995174,153.388576,117.095603,101.903477,87.043159,179.522984,212.564123,94.279711,161.329559,180.215811,186.514177,164.101007,87.854102,104.728301,150.534296,202.031982,84.352481
3500,58.33333333,30,2971.722947,2811.136174,5782.85912,27.666409,27.116326,0.002226,107.412671,103.669507,222.430691,0.00416,0,0,70.500021,86.487991,105.582797,108.028118,87.473672,126.366702,107.179947,153.206622,116.726812,101.475245,86.902658,180.194639,213.523919,94.134718,161.314011,180.172868,186.51225,164.004973,88.190834,105.327681,150.587754,202.18704,84.830055
3505,58.41666667,35,2888.920218,2737.479153,5626.39937,26.900584,26.400749,0.002874,107.392471,103.689451,222.413303,0.003956,0,0,70.417006,86.414245,105.540104,108.103925,87.158045,126.553165,107.424395,153.400109,116.780259,101.948854,87.093781,180.505597,214.832441,94.440442,161.272986,180.452106,186.361905,163.946197,87.958914,105.438915,150.572629,202.032316,84.691461
3510,58.5,40,2922.572037,2850.322246,5772.894284,27.219944,27.530034,0.004005,107.368775,103.535006,222.300623,0.004021,0,0,70.566271,86.415033,105.495859,108.169044,87.441455,126.716275,107.530902,153.539449,116.990724,102.018418,87.147444,181.101168,215.540303,94.544475,161.222606,181.105961,186.534159,163.722247,87.966858,105.63991,150.696649,201.906282,84.791201
3515,58.58333333,45,2899.90553,2768.756649,5668.662179,26.994113,26.736196,0.003374,107.427332,103.558361,222.431458,0.004234,0,0,70.854655,86.76609,105.97084,108.349589,87.924989,126.855475,107.593935,153.743002,116.86978,102.286564,87.688048,182.126205,216.531179,94.738679,161.534318,181.563246,186.133512,163.571153,87.90143,105.82869,150.681074,202.054211,84.703101
3520,58.66666667,50,2837.985837,2689.453798,5527.439635,26.398708,26.035002,0.002972,107.504725,103.301463,222.419866,0.004103,0,0,70.683904,86.734807,105.759432,108.216192,87.574685,126.878488,107.330826,153.449964,116.922154,102.267421,87.657205,182.287566,217.182037,94.703647,161.301786,182.236743,186.522098,163.796517,87.792569,106.00196,150.687581,202.037984,84.848752
3525,58.75,55,51.964141,51.421703,103.385844,0.479917,0.487933,0,108.277292,105.386899,225.149932,0.004259,0,0,70.493878,86.478298,105.660944,108.196222,88.280012,127.651101,107.469061,153.349872,115.430154,102.64346,87.835927,182.420403,217.441376,94.688212,161.301681,182.50546,186.458381,163.558945,88.076736,105.879837,150.780356,201.947671,84.896588
3530,58.83333333,60,2932.963861,2770.351814,5703.315675,27.261479,26.787427,0.002956,107.58638,103.419854,222.627583,0.003824,0,0,70.673045,86.764027,105.774889,108.114034,87.864411,127.482327,107.486189,153.675203,116.866998,102.636701,87.824584,183.095187,216.949246,94.674134,161.372357,183.074211,186.188495,164.083505,88.273927,106.617587,151.381064,202.180369,85.139345
3535,58.91666667,65,228.172509,223.588533,451.761042,2.106694,2.121233,0,108.308317,105.404969,225.165956,0.004505,0,0,70.774974,86.733043,105.401583,107.96381,88.69218,128.10018,107.496864,153.66076,115.650386,102.775312,87.98626,183.170203,216.974896,94.784558,161.517332,183.808075,186.292306,163.632178,88.157717,106.279687,151.039424,202.088484,84.789469
3540,59,70,2454.063308,1843.080926,4297.144234,22.627976,17.476427,0,108.452619,105.460968,225.266533,0.004382,0,0,70.745592,86.672462,105.221128,108.011932,88.736891,127.99643,107.723463,153.510857,115.322202,102.967147,88.074482,183.20263,216.098616,94.961998,161.33703,183.630483,185.868173,163.814463,88.465295,106.458486,151.006868,201.849851,84.875616
3545,59.08333333,75,293.74775,270.2171,563.96485,2.714966,2.566691,0,108.195722,105.278396,225.028813,0.004406,0,0,70.815476,86.879807,105.109371,107.858004,88.789901,128.026201,107.482435,153.744322,115.099731,102.977364,88.149876,183.213513,215.620027,94.97916,161.296663,183.981531,186.155948,163.531836,88.979737,106.894596,151.350438,202.234359,84.911961
3550,59.16666667,80,1146.08361,876.32454,2022.40815,10.582501,8.319062,0,108.299879,105.339339,225.032904,0.004554,0,0,70.679359,86.751912,105.030321,107.927405,88.912357,128.046677,107.281142,153.465126,115.363285,102.872556,88.175741,183.000691,214.939608,95.066094,161.304054,184.063401,186.466306,163.441432,89.252399,107.077512,151.20997,202.258552,85.152066
3555,59.25,85,342.655749,290.21249,632.868239,3.166563,2.752281,0,108.210638,105.444348,225.089415,0.004185,0,0,71.137411,86.851633,104.82426,107.562233,89.017108,128.096858,107.378979,153.607543,115.271885,103.23291,88.164807,183.139092,214.340513,94.964549,161.30897,184.136595,186.417492,163.640133,88.719065,107.270743,151.215641,202.158361,84.885799
3560,59.33333333,90,165.807628,134.342169,300.149797,1.532164,1.274001,0,108.217968,105.449035,225.048332,0.004333,0,0,71.097782,86.73704,104.779753,107.569931,88.88575,127.838842,107.3505,153.8534,115.402083,103.110436,88.047542,182.863573,213.362417,95.058214,161.502237,184.129377,186.502965,163.555771,88.664252,107.291814,151.271813,202.214773,84.926982
3565,59.41666667,95,1108.885276,844.667394,1953.55267,10.242202,8.008448,0,108.266296,105.472049,225.084045,0.004603,0,0,71.054465,86.655846,104.813033,107.168585,89.187891,127.693975,107.187274,153.624901,115.426308,103.258807,88.197648,182.569246,212.706749,94.854428,161.514062,184.21962,186.624369,163.405022,88.986558,107.598692,151.142748,202.335898,85.089653
3570,59.5,100,2530.686219,2624.248277,5154.934496,23.410603,24.935795,0.002046,108.100003,105.240211,225.291847,0.004423,0,0,71.217037,86.978632,104.984182,107.037082,89.078862,127.602314,107.198934,153.88815,115.681359,103.161482,88.207529,182.237584,211.953137,95.241108,161.524703,184.877193,186.830436,163.512966,89.150865,107.777875,151.315399,202.159023,85.250213
3575,59.58333333,105,2922.181631,2901.913083,5824.094713,26.931384,27.52483,0.001661,108.504698,105.42892,225.365234,0.004193,0,0,71.159401,86.651054,104.55035,106.856865,88.889687,127.397669,107.355152,153.938838,115.159971,103.281661,88.292387,181.918927,210.766132,94.991987,161.439756,185.330415,186.615831,163.682755,89.058687,107.892654,151.261829,202.227681,85.314147
3580,59.66666667,110,2904.708574,2806.199143,5710.907717,26.998744,27.16055,0.004333,107.586806,103.318936,222.50476,0.003906,0,0,70.901669,86.706851,104.840677,106.628155,89.015963,126.72523,107.07487,153.852572,116.375644,103.328031,88.467889,181.522862,209.79351,94.827552,161.812448,185.569131,186.644833,163.438694,88.822083,107.906985,151.137735,201.792959,85.052468
3585,59.75,115,2945.311009,2793.9503,5739.261309,27.383447,27.025297,0.004013,107.558082,103.382777,222.522744,0.003923,0,0,70.954137,86.679825,104.933399,106.69165,89.140383,126.755824,106.85595,153.926611,116.077041,103.161723,88.375123,181.190234,208.916931,94.987029,161.683083,185.69527,186.641899,163.476567,88.788795,107.786588,151.088766,201.785362,85.275455
3590,59.83333333,120,154.235543,186.744839,340.980382,1.425178,1.772247,0,108.221974,105.371813,225.089841,0.004537,0,0,70.727455,86.788129,104.32534,107.011931,89.299099,126.890572,106.747013,153.922507,115.558342,103.354286,88.489309,180.577412,207.867905,94.85809,161.529496,186.030444,186.744952,164.017503,89.363029,107.802873,151.308152,202.104742,85.12829
3595,59.91666667,125,2897.696122,2822.573711,5720.269833,26.964625,27.241548,0.004595,107.462874,103.612825,222.486519,0.003972,0,0,70.858296,86.730601,104.767463,106.973996,89.27947,126.450092,106.623525,153.999582,116.087585,103.233926,88.477784,180.258522,207.095712,95.152196,161.637922,185.897446,187.03891,164.328756,89.21479,108.024829,151.273095,201.993938,85.167276
3600,60,130,2827.356388,2704.601967,5531.958354,26.332946,26.102321,0.003857,107.369543,103.615383,222.402904,0.004062,0,0,70.717587,86.83907,104.74736,106.806765,89.04719,126.523136,106.546164,153.89192,116.028351,103.302849,88.445124,179.843185,206.058485,94.888004,161.711765,185.994919,186.670988,164.218487,89.135135,108.035435,151.295374,202.11969,85.070126
3605,60.08333333,135,2831.155068,2749.537157,5580.692225,26.383825,26.561646,0.002398,107.306469,103.515317,222.299344,0.004013,0,0,70.975816,86.857766,104.943885,106.802369,89.269135,126.278158,106.248848,154.021735,115.90191,103.52724,88.548251,179.541919,205.391196,94.863794,161.734659,186.357072,186.958843,163.601892,89.468205,107.899931,151.141624,202.011165,85.064799
3610,60.16666667,140,3098.456896,2883.623419,5982.080315,28.843885,27.818652,0.003169,107.421621,103.657915,222.374777,0.003956,0,0,70.933174,86.697496,104.909251,106.926921,89.113772,126.150441,105.823675,154.032756,115.654579,103.179067,88.578347,178.853498,204.446433,94.780383,161.571297,186.430122,186.899924,164.032338,89.348256,107.905223,151.371374,202.03262,84.98624
3615,60.25,145,2854.774269,2715.035325,5569.809594,26.576217,26.195063,0.001472,107.418382,103.646834,222.438191,0.003849,0,0,70.900509,86.869691,104.953576,107.016091,88.999811,126.049229,105.906184,154.014661,116.014276,103.544133,88.614564,178.647387,204.106482,94.824812,161.629222,186.896732,187.010342,164.150433,89.324373,107.773354,151.190762,201.990712,85.147742
3620,60.33333333,150,2967.83102,2813.849346,5781.680366,27.631996,27.177646,0.003619,107.405597,103.535432,222.173879,0.003857,0,0,71.169031,86.534755,104.873817,106.880827,88.988416,125.802169,105.64569,153.879119,115.666838,103.327283,88.755418,178.01008,203.198507,94.580825,161.667509,186.808693,186.933123,164.000683,89.177252,107.548967,150.957828,202.06211,85.285278
3625,60.41666667,155,2894.762588,2791.29517,5686.057759,26.948078,26.966666,0.004283,107.420001,103.509095,222.425321,0.003619,0,0,71.085363,86.778557,105.327414,107.160853,89.105335,125.788566,105.690338,154.029428,115.845321,103.466681,88.639745,177.893263,202.532462,94.653047,161.724639,187.005641,187.239527,163.684965,89.132098,107.362817,150.945954,201.796152,85.251335
3630,60.5,160,2886.396076,2731.035712,5617.431788,26.849271,26.366024,0.002218,107.503702,103.58163,222.462057,0.003734,0,0,71.006782,86.687159,105.175744,106.973297,89.166362,125.520569,105.677747,154.039416,115.566169,103.455656,88.768604,177.082116,201.798843,94.418881,161.879529,187.462179,187.280756,164.225601,89.560303,107.396002,150.995869,201.895439,85.297586
3635,60.58333333,165,2830.436231,2695.550225,5525.986456,26.330111,26.05663,0.00271,107.498076,103.449686,222.279911,0.003341,0,0,71.28813,86.748589,105.306834,106.933508,89.148087,125.337717,106.009856,153.893672,115.811191,103.658856,88.864798,176.684923,201.110198,94.474932,161.884397,186.970203,187.669612,164.627198,89.343684,107.239354,151.186434,201.950057,85.487909
3640,60.66666667,170,2875.990238,2727.546719,5603.536957,26.75812,26.33052,0.002874,107.481029,103.588789,222.45575,0.003931,0,0,71.287397,86.701073,105.352351,106.637227,88.818209,125.290241,105.705307,153.861582,115.546544,103.413408,88.665155,176.22916,200.414344,94.232182,161.945698,187.325535,188.122807,164.600241,89.29501,107.095814,151.26046,202.036873,85.506665
3645,60.75,175,2878.867222,2731.218253,5610.085475,26.794279,26.354796,0.001816,107.443356,103.632685,222.448079,0.003939,0,0,71.282841,86.616022,105.169047,106.638024,89.061744,124.957987,105.520083,153.838491,115.618253,103.557548,88.710629,175.895019,199.98324,93.985642,161.974991,187.687628,187.590853,164.363883,88.916001,106.778031,151.138256,201.922595,85.332668
3650,60.83333333,180,2912.168484,2793.173876,5705.34236,27.1139,26.956692,0.00289,107.405,103.617087,222.383385,0.0038,0,0,71.117119,86.668946,105.346394,107.072822,89.073938,125.128827,105.803301,153.759006,115.663184,103.375493,88.742315,175.470722,199.378704,94.107125,162.179274,187.727219,187.663158,164.2797,89.321527,106.602302,150.985385,201.916558,85.248831
3655,60.91666667,185,2942.974109,2833.123691,5776.0978,27.409353,27.342649,0.003193,107.371162,103.615553,222.343922,0.003931,0,0,71.255301,86.677688,105.486033,106.854258,88.921123,124.749499,105.558537,153.797048,115.685042,103.209151,88.804623,175.138741,198.583542,94.093196,162.078454,187.766601,187.972041,164.402235,89.40634,106.522742,150.965284,201.916217,85.530469
3660,61,190,2925.60233,2764.193728,5689.796058,27.237269,26.674418,0.002333,107.411734,103.627145,222.357389,0.003841,0,0,71.300832,86.765133,105.633781,106.905131,89.027825,124.931239,105.73017,153.819723,115.706273,103.619198,88.831373,174.822015,198.009768,94.272295,162.304809,188.054516,187.67546,164.624187,89.244671,106.404753,150.985981,201.850931,85.388049
3665,61.08333333,195,3056.375606,2874.746317,5931.121923,28.452281,27.74862,0.002685,107.42111,103.599614,222.394722,0.003808,0,0,71.426509,86.866595,105.524382,107.400755,88.991853,125.19151,105.714784,153.860747,115.765508,103.689604,88.945583,174.535047,197.570962,94.267602,162.516277,188.383908,187.860022,164.664906,89.483102,106.299169,151.198078,201.91196,85.904143
3670,61.16666667,200,2845.961701,2709.074326,5555.036026,26.48968,26.160526,0.002808,107.436622,103.555804,222.490696,0.0038,0,0,71.223815,86.876257,105.45297,107.094095,88.91098,124.648454,105.557345,153.875794,115.514842,103.605271,89.027872,174.09116,196.998063,94.079077,162.235775,188.807417,188.594467,164.576262,89.277962,106.136493,150.993973,201.925103,85.584078
3675,61.25,205,2855.97916,2709.790257,5565.769417,26.557826,26.177868,0.00189,107.538137,103.51455,222.503566,0.003628,0,0,71.266452,87.066604,105.633789,107.66892,88.773736,124.578184,105.826159,153.918912,115.842182,103.62759,89.015658,173.573995,196.698612,94.158932,162.417431,188.951231,188.850415,164.899151,89.334422,106.147306,151.123867,201.997863,85.762591
3680,61.33333333,210,2827.467272,2693.208885,5520.676156,26.301991,26.054606,0.003161,107.500122,103.367861,222.561952,0.004029,0,0,71.275491,86.973782,105.658013,107.278886,88.67663,124.555481,105.656818,153.832911,115.517491,103.694981,89.024106,173.398274,196.23109,94.249637,162.624917,188.981175,189.047728,164.650524,89.317425,105.887353,151.257138,201.960646,85.968739
3685,61.41666667,215,2866.920873,2718.402854,5585.323728,26.648126,26.277298,0.00212,107.584334,103.450624,222.630822,0.003816,0,0,71.395268,86.917689,105.705856,107.402578,88.540653,124.065688,105.871929,153.72127,115.499805,103.766079,89.020501,173.154287,195.585966,94.324317,162.251107,189.142242,188.76085,165.048667,89.220136,105.624979,151.152459,201.976278,85.61524
3690,61.5,220,2835.043325,2701.646457,5536.689782,26.358443,26.105214,0.002284,107.557314,103.490684,222.572436,0.003964,0,0,71.542182,86.999326,105.897285,107.602391,88.192852,124.215857,105.741174,153.875988,115.73449,103.969094,89.0991,172.775191,195.328257,94.370173,162.64623,189.064541,188.895435,165.292624,89.344969,105.436421,151.121209,201.911053,85.91249
3695,61.58333333,225,2960.679854,2824.521088,5785.200942,27.553236,27.283976,0.003218,107.453073,103.523073,222.347502,0.003587,0,0,71.475988,87.268251,106.001286,107.357202,88.258736,124.0996,105.958283,153.901422,115.68217,103.735289,88.89584,172.594643,194.684086,94.576355,162.433871,189.058755,189.086419,165.469968,88.915564,105.340332,151.030036,201.76919,85.908348
3700,61.66666667,230,2924.133435,2840.591212,5764.724647,27.227181,27.418688,0.002685,107.397585,103.600552,222.334205,0.003718,0,0,71.33848,86.913182,105.867118,107.371537,88.185234,123.980153,106.008874,153.686786,115.65501,103.781215,88.980289,172.078652,194.236193,94.200834,162.401986,189.221618,188.875238,165.255499,89.273895,105.090861,151.001178,201.902668,85.897346
3705,61.75,235,2881.819006,2774.27059,5656.089595,26.834716,26.764438,0.002513,107.391448,103.655102,222.416116,0.003792,0,0,71.15518,87.144069,105.901603,107.284706,87.144883,123.767178,106.083167,153.583263,115.766731,103.74074,88.964297,171.220269,194.336934,94.150238,162.527577,189.121939,189.533914,165.170179,89.331133,105.12158,151.209613,201.670085,86.139285
3710,61.83333333,240,2856.653022,2773.535638,5630.18866,26.593264,26.770798,0.002579,107.420172,103.603024,222.472967,0.003939,0,0,71.228929,87.115591,106.068828,107.564962,87.316904,123.344517,106.161986,153.6942,115.643814,103.832138,89.209406,171.022625,195.051982,94.034827,162.736604,189.476841,190.077572,165.173013,89.455908,104.976724,151.119108,201.823321,86.071513
3715,61.91666667,245,2846.111851,2701.04234,5547.154191,26.470707,26.089986,0.002677,107.5193,103.527932,222.467938,0.003915,0,0,71.258059,87.218615,106.100003,107.221601,87.350372,123.682542,106.122297,153.720062,115.583655,103.835852,89.14988,171.077456,196.927085,94.141478,162.760734,189.929382,190.374824,164.899743,89.243775,104.566902,150.943001,201.766568,86.126535
3720,62,250,2857.504634,2724.560792,5582.065426,26.56258,26.330619,0.001997,107.576322,103.475001,222.629287,0.003988,0,0,71.307429,87.13205,106.063439,107.745979,87.254468,123.784928,106.143859,153.551625,115.446992,104.006324,89.114641,171.326499,198.556628,94.520742,162.575786,189.996722,190.367296,165.264171,89.227303,104.621297,150.87519,201.847022,86.272872
