Sec,Min,Sec/cyc,L1 Power,L2 Power,L1+L2 Power,L1-N Amps,L2-N Amps,N Amps,L1-N Volts,L2-N Volts,L1-L2 Volts,L3 N Amps,L3 Power,L3-N Volts,Ambient Air,power cord strain relief,power cord at separation,power cord at individual conductor,power switch body top,internal wiring by tank,terminal block body,hi limit body,circuit breaker body 40A,circuit breaker body 4A,inlet valve windings,hot lead at heating element,element end seal,ambient near 24vdc power supply,body of bypass valve windings,body of brew valve windings,lock solonoid windings,ambient near electronic control,spin motor,solid state relay,ptc lead,ptc hi limit control,Handle
3115,51.91666667,205,2915.566771,2766.708907,5682.275678,27.147953,26.700094,0.00171,107.395454,103.62169,222.319119,0.003742,0,0,65.748861,85.278781,102.967152,104.958878,86.094412,124.929396,103.717111,153.67823,112.980587,99.807078,87.845308,185.268211,222.787532,92.406584,160.120716,187.439418,186.599992,163.86637,86.402859,107.535709,151.181672,202.008092,82.055849
3120,52,210,2832.659788,2718.533462,5551.19325,26.369654,26.218076,0.001538,107.421195,103.689281,222.406995,0.003824,0,0,65.817885,85.105336,103.224602,105.075074,86.051862,125.205323,103.582385,153.751875,112.944043,99.672565,88.036503,185.818035,223.651584,92.926954,160.634309,187.5884,186.373815,163.18149,86.04922,107.228575,150.859143,201.80822,81.756909
3125,52.08333333,215,2836.268117,2720.15422,5556.422337,26.394135,26.235066,0.001325,107.458272,103.683911,222.467512,0.003915,0,0,65.490248,84.978731,103.194436,105.127075,85.951461,125.228903,103.814099,153.792185,113.2192,99.864402,88.069199,186.142645,224.02118,92.754196,160.501742,187.675054,186.372634,163.770117,86.141161,107.63874,151.099762,202.316648,82.003979
3130,52.16666667,220,2811.969706,2686.650055,5498.619761,26.164944,25.920665,0.001579,107.470887,103.648965,222.505868,0.00389,0,0,65.59951,84.932217,103.187217,104.946486,86.370832,125.355202,103.551803,153.76982,113.118832,99.879607,87.835925,186.659164,224.799377,92.360863,160.620922,187.561061,186.10018,163.6522,86.174331,107.800269,151.07716,202.22099,81.815121
3135,52.25,225,2815.177813,2687.84758,5503.025393,26.186072,25.936335,0.001357,107.506685,103.632515,222.534336,0.004193,0,0,65.7109,85.212331,103.2811,105.050149,86.148153,125.296744,103.711514,153.921272,113.518962,100.226734,87.897723,187.222779,225.749316,92.655176,160.797288,188.067063,185.971341,163.593311,86.253698,108.069221,151.122687,202.520705,82.169826
3140,52.33333333,230,2890.768871,2807.077487,5697.846358,26.895577,27.124924,0.002587,107.4812,103.487019,222.474416,0.003947,0,0,65.538843,85.1681,103.276905,104.884522,86.035149,125.098068,103.640257,153.885119,113.538507,99.75194,87.940593,187.679997,226.240456,92.343705,160.58729,188.090322,185.972947,163.836754,86.269323,108.16987,151.191156,202.283297,82.104936
3145,52.41666667,235,2955.362875,2787.800533,5743.163408,27.491629,26.948504,0.002915,107.500463,103.449175,222.413729,0.003988,0,0,65.492265,85.251805,103.215937,104.997471,85.914329,124.674197,103.786492,154.012057,113.296948,99.614543,87.837919,187.965169,226.839661,92.298156,160.802492,188.484873,185.635002,163.591705,86.111479,108.146172,151.124098,202.250153,81.954106
3150,52.5,240,2920.275126,2811.168804,5731.44393,27.162132,27.175179,0.002046,107.512737,103.446192,222.483792,0.003857,0,0,65.695576,85.392182,103.304365,105.20967,86.363636,124.901404,103.844532,154.014864,113.716089,99.7759,88.043297,188.727029,227.602034,92.879971,160.981965,188.857344,185.792339,163.767381,86.027832,108.273112,150.871477,202.080399,81.735416
3155,52.58333333,245,2877.429398,2745.82362,5623.253019,26.763275,26.523085,0.001939,107.514101,103.525801,222.493253,0.003783,0,0,65.65415,85.017843,103.087759,105.324305,86.440441,124.818971,103.82764,153.999223,113.48695,99.681947,88.007816,188.942142,227.738814,92.684249,160.938991,188.927136,185.984719,163.728446,86.162271,108.672228,151.162716,202.295257,81.798908
3160,52.66666667,250,2871.399139,2714.993703,5586.392841,26.700963,26.21238,0.001538,107.53916,103.576771,222.571924,0.00389,0,0,65.772633,85.118988,103.396119,105.123893,86.228376,124.772192,103.836855,154.118479,113.81469,99.939773,88.01801,189.341046,228.516049,92.740057,161.211898,189.082711,185.999382,163.538347,86.196455,108.585662,150.695316,202.356709,81.858636
3165,52.75,255,2934.777655,2754.996611,5689.774266,27.29341,26.59969,0.001923,107.526971,103.57251,222.573459,0.003988,0,0,65.338611,85.00994,103.112372,105.205006,86.031914,124.45557,104.002686,153.990372,113.669618,99.763589,87.994659,189.74289,228.940691,92.317447,161.207211,189.041551,186.277887,163.985551,86.374354,108.948457,151.238599,202.516139,82.063613
3170,52.83333333,260,349.02214,280.670381,629.692521,3.227292,2.660924,0,108.147053,105.478527,225.034098,0.004423,0,0,65.481172,85.238521,104.272679,105.0359,85.268277,124.156475,104.294221,154.188957,113.947409,99.925033,88.142428,189.680237,230.454107,92.455594,161.315326,189.212702,186.400948,163.644595,85.840265,109.525881,150.822295,202.207508,82.119832
3175,52.91666667,265,2926.69585,2876.092528,5802.788379,27.239949,27.786418,0.002743,107.44131,103.507135,222.393273,0.003767,0,0,65.238164,85.088741,103.230311,104.859539,85.278703,124.834144,104.269719,154.316323,113.861589,99.580853,88.170288,190.000072,230.191718,92.354756,161.067129,189.059585,186.512257,163.632756,86.217954,109.478056,151.060889,202.422443,81.999723
3180,53,270,2980.888031,2870.290973,5851.179005,27.752308,27.723451,0.002792,107.410455,103.532961,222.336506,0.004046,0,0,65.220472,85.1428,103.15067,105.172678,85.640821,124.95725,104.348545,154.280604,113.958927,100.236926,88.169314,190.203574,229.538024,92.565216,161.142525,189.557769,186.303021,163.821195,86.14534,109.276013,150.960914,202.087835,81.731961
3185,53.08333333,275,2970.10313,2793.825723,5763.928853,27.647117,26.978828,0.00312,107.429036,103.55623,222.364634,0.003857,0,0,65.156456,85.008915,103.280715,104.950115,85.41899,124.339068,104.318469,154.403049,113.963507,99.775812,87.940813,189.992469,227.8057,92.640641,161.287438,188.987564,186.654778,163.784416,86.164837,109.437419,150.92594,202.207858,81.876375
3190,53.16666667,280,2851.988551,2713.877374,5565.865925,26.542828,26.191989,0.000251,107.448555,103.614786,222.449868,0.003849,0,0,65.371931,85.127707,103.071572,105.07343,85.366569,123.984757,104.327793,154.24389,113.777341,99.790395,87.962907,189.885099,226.13134,92.785476,161.139134,189.251546,186.765051,164.005061,86.597431,109.751779,151.151318,202.24173,81.947848
3195,53.25,285,2826.417599,2699.036657,5525.454255,26.303385,26.039206,0.001382,107.454522,103.652801,222.484048,0.003841,0,0,65.574631,85.072621,103.236486,105.179396,85.629355,124.330971,104.622486,154.408063,114.228012,100.404758,88.275281,189.615877,224.373566,92.64721,161.443095,189.3459,186.944079,163.818853,86.42982,109.826401,151.034852,202.226614,81.883278
3200,53.33333333,290,2852.946891,2714.108286,5567.055178,26.551516,26.183384,0.001825,107.449493,103.657659,222.467512,0.004005,0,0,65.46324,85.165561,103.159791,105.481019,85.257686,123.714083,104.358849,154.333137,114.246548,100.117836,88.109932,189.075115,222.630613,92.917148,161.248442,189.70548,186.823471,163.967695,86.343153,109.903751,150.863279,202.091759,81.779375
3205,53.41666667,295,2836.822481,2726.975419,5563.7979,26.404404,26.308835,0.002456,107.437475,103.65246,222.390375,0.002833,0,0,65.681924,85.33727,103.293689,105.763537,85.807888,123.92467,104.472229,154.607902,114.379609,100.704489,88.17707,188.668919,220.969488,92.631946,161.478875,190.067237,186.948796,164.090906,86.628387,110.095916,151.083772,202.394704,81.651173
3210,53.5,300,2901.651407,2783.094431,5684.745838,27.016774,26.864786,0.002767,107.401846,103.596375,222.358497,0.003857,0,0,65.439574,85.336869,103.381151,105.484315,85.776121,124.126528,104.617799,154.642709,114.395791,100.584332,88.128732,188.120373,219.223264,92.393452,161.564915,189.919886,187.211656,164.148223,86.514816,109.963897,150.868867,202.224378,81.816091
3215,53.58333333,305,2994.244055,2872.076791,5866.320846,27.887962,27.757061,0.003275,107.3669,103.471933,222.206524,0.003415,0,0,65.536118,85.191935,103.421253,105.801547,86.000724,124.011523,104.712872,154.852406,114.501285,100.576491,88.336482,187.492173,218.299582,92.638591,161.598134,190.061183,187.101277,163.986298,86.404474,109.886559,151.088659,202.177699,81.990783
3220,53.66666667,310,2945.392353,2822.257426,5767.649779,27.431309,27.242506,0.002267,107.373378,103.597568,222.289883,0.003587,0,0,65.652229,85.187599,103.545972,105.917575,85.741,124.378601,104.49289,154.611232,114.17239,100.079785,88.121739,186.705155,216.85725,92.701787,161.651989,190.19732,187.152414,164.275398,86.28824,109.991806,150.983682,201.883105,81.86659
3225,53.75,315,2911.993633,2779.497207,5691.49084,27.101476,26.821103,0.002702,107.447788,103.63098,222.401455,0.003554,0,0,65.912797,85.322853,103.527136,105.715993,86.146179,124.250901,104.750426,154.846425,114.646903,100.110976,88.130605,186.228928,215.770678,92.32618,161.855502,190.514533,187.471489,164.517963,86.600233,110.021722,151.172531,202.157791,81.869646
3230,53.83333333,320,2936.01,2770.313453,5706.323453,27.309784,26.749424,0.002841,107.507623,103.56535,222.531268,0.003693,0,0,66.077759,85.290518,103.657151,105.625843,85.542374,123.703753,104.656191,154.705225,114.470458,100.003826,87.943974,185.325793,214.425833,92.433992,161.794908,190.332755,188.12138,164.52087,86.609089,109.75719,150.8524,202.245579,81.922743
3235,53.91666667,325,2855.848443,2707.995048,5563.843491,26.552991,26.186638,0.002644,107.552797,103.411331,222.522062,0.003488,0,0,65.857799,85.137426,103.73317,105.791705,85.56211,123.598074,104.543909,154.829067,114.334132,100.388316,87.880351,184.678327,213.431721,92.831479,161.666235,190.502144,188.547087,164.305258,86.600734,109.771651,150.777393,202.313006,82.056728
3240,54,330,2868.703726,2715.29637,5584.000096,26.662649,26.250146,0.001743,107.592602,103.439288,222.622895,0.003456,0,0,66.252019,85.244073,103.812049,105.958406,85.856503,123.685027,104.90859,154.612572,114.248364,100.245116,88.275516,184.189362,212.63032,92.551246,161.625522,190.827598,189.372915,163.948276,86.41854,109.72382,150.91423,202.276259,82.020059
3245,54.08333333,335,2900.006031,2744.425027,5644.431058,26.951127,26.543295,0.002964,107.602404,103.394284,222.591273,0.003497,0,0,66.273346,85.294278,103.610533,106.239546,85.866755,123.85068,104.749585,154.759775,114.308009,100.164635,88.075307,183.670953,211.757918,92.805936,161.663526,191.151329,189.257888,164.130643,86.613751,109.413528,150.832068,202.150998,82.100906
3250,54.16666667,340,2937.693184,2803.013814,5740.706998,27.317341,27.098378,0.002505,107.5395,103.438435,222.505782,0.00321,0,0,66.569279,85.175728,103.696029,106.014284,86.15231,123.426174,104.799489,154.739792,114.199964,100.189549,88.213502,183.291746,211.138175,92.543297,161.73646,190.847085,189.054824,164.201868,86.724879,109.207667,150.690454,201.855888,82.181526
3255,54.25,345,2947.766266,2810.708699,5758.474965,27.430424,27.163189,0.002079,107.463386,103.474916,222.398131,0.003759,0,0,66.87806,85.007053,103.60831,106.337634,86.050614,123.281324,104.727029,154.682778,114.389452,100.084251,88.020224,182.622369,210.141147,92.570891,161.614853,190.952767,189.855913,164.033528,86.79966,109.268281,150.774675,202.208084,82.199434
3260,54.33333333,350,3003.093922,2854.586275,5857.680197,27.963329,27.569562,0.002185,107.394005,103.541228,222.315368,0.003595,0,0,67.089513,85.113372,103.548734,106.736663,86.284246,123.311714,104.598143,154.557485,114.464317,100.320199,88.183051,182.320353,209.26706,92.857743,161.674873,191.05972,189.395108,163.833078,86.960035,108.989017,150.499021,202.124615,82.137743
3265,54.41666667,355,2831.367727,2705.9493,5537.317027,26.36068,26.098149,0.001308,107.40875,103.68357,222.413899,0.003218,0,0,67.27311,85.131304,103.67129,106.880664,86.202811,123.33945,104.589364,154.678906,114.294276,100.506896,88.186702,181.563664,208.572905,93.212851,161.940409,190.864267,189.614901,163.817272,87.223542,108.957202,150.486802,202.289816,82.245257
3270,54.5,360,2826.174575,2700.371079,5526.545654,26.306089,26.046255,0.001538,107.434236,103.675984,222.438703,0.003693,0,0,67.54297,85.152649,103.583207,106.875238,86.376799,123.256755,104.795257,154.699467,114.428949,100.604382,88.211628,181.02082,207.790662,93.025559,161.734351,191.082129,189.856372,163.718769,87.3497,108.762414,150.461441,202.166589,81.997443
3275,54.58333333,365,2821.104077,2695.458899,5516.562976,26.255997,26.01162,0.000833,107.446083,103.625185,222.467256,0.00366,0,0,67.597565,85.514245,104.039091,107.150931,86.727307,123.447496,105.042889,154.862549,114.726029,100.739438,88.539064,180.897365,207.389085,93.097546,162.271787,191.60224,190.050369,163.528885,87.303153,108.623683,150.208247,202.295878,82.131033
3280,54.66666667,370,2892.669021,2759.988962,5652.657984,26.911591,26.653133,0.001816,107.487848,103.552138,222.420889,0.003554,0,0,67.362413,85.012067,103.942115,107.05588,86.842043,122.89922,104.30799,154.51342,114.430991,100.54076,88.255977,180.131913,206.4128,92.560097,161.90681,191.381685,189.897048,163.411029,87.65268,108.48301,150.273102,202.388695,82.267942
3285,54.75,375,2860.350364,2750.413375,5610.763739,26.604632,26.573677,0.00171,107.513248,103.501424,222.489417,0.00357,0,0,67.716642,85.489868,104.112979,107.40308,87.230186,122.859814,104.915802,154.776387,115.022219,100.958557,88.376284,179.793906,205.765274,93.046312,162.089385,191.63991,189.873515,163.586006,87.665951,108.052344,150.034344,202.14123,82.19049
3290,54.83333333,380,3091.145161,2905.773498,5996.918659,28.760667,28.09346,0.002103,107.478217,103.432384,222.33787,0.003611,0,0,67.600265,85.421125,103.829372,107.29427,87.340518,122.879482,104.530358,154.62483,114.842552,100.861378,88.228966,179.213205,204.933093,93.195499,161.999382,191.221908,190.308049,163.505577,87.646234,107.595974,150.00071,201.997104,82.106832
3295,54.91666667,385,2977.08517,2796.821895,5773.907065,27.683358,27.036935,0.002456,107.540608,103.444487,222.49581,0.003742,0,0,67.862222,85.601892,104.225459,107.273441,87.752996,122.495771,104.746333,154.559618,115.166468,100.882847,88.480222,178.865454,204.367883,93.395261,162.28121,191.354704,190.28303,163.140882,87.537921,107.59858,149.885005,201.85262,82.005598
3300,55,390,2867.373363,2732.603247,5599.976611,26.664394,26.409887,0.002529,107.535665,103.468949,222.5178,0.003792,0,0,67.832987,85.451826,104.037426,107.482048,87.041322,122.819803,104.61384,154.537951,115.040215,100.627622,88.13648,178.227097,203.693732,93.109999,162.082494,190.898383,190.430665,164.019692,87.786647,107.412112,150.080306,202.023671,82.329537
3305,55.08333333,395,2821.627168,2688.857474,5510.484642,26.22687,25.981017,0.002718,107.585357,103.493156,222.628946,0.004037,0,0,68.225049,85.45413,104.131853,107.596386,87.130259,123.090544,104.9518,154.47275,115.191844,101.057972,88.11562,177.846123,202.755325,93.156313,162.289987,190.824454,190.418917,164.267709,87.727248,107.291195,150.155489,202.250733,82.560527
3310,55.16666667,400,2884.05184,2798.082662,5682.134502,26.805851,27.045959,0.002923,107.590386,103.45659,222.609257,0.003996,0,0,68.021255,85.606917,104.097521,107.472749,87.210363,122.617515,104.925472,154.581685,115.049127,101.291333,88.18507,177.3323,202.276291,92.989855,162.379689,190.32486,190.103645,164.571369,87.686831,106.770819,149.882465,201.99959,82.307623
3315,55.25,405,2917.982057,2751.987043,5669.969101,27.117392,26.613647,0.002587,107.605557,103.405109,222.591443,0.0038,0,0,68.344227,85.460501,104.173599,107.130695,87.106519,122.631075,104.917371,154.462396,114.914955,100.912083,88.067123,176.851442,201.563957,92.584402,162.28159,189.997172,190.344215,164.7096,88.037165,106.81341,149.878688,202.017698,82.612301
3320,55.33333333,410,2874.209367,2752.212063,5626.42143,26.714666,26.609287,0.00248,107.589192,103.430509,222.606189,0.003915,0,0,68.680826,85.602209,104.154754,107.519434,87.429725,122.711138,105.087083,154.344639,114.955078,101.164221,88.058495,176.605165,201.093032,92.938319,162.575784,189.800349,190.071119,164.40431,88.164726,106.632779,150.127219,202.115339,82.812199
3325,55.41666667,415,2920.071462,2821.561275,5741.632737,27.150207,27.304236,0.002325,107.552456,103.337859,222.565873,0.003849,0,0,68.596199,85.65696,104.182036,107.386813,87.65307,122.644818,105.364194,154.358404,115.036443,100.91054,88.02899,176.296467,200.532679,92.861297,162.438931,189.452272,189.686805,164.718979,88.11844,106.47722,149.799264,201.91499,82.593511
3330,55.5,420,2901.069405,2742.101889,5643.171294,26.965068,26.527978,0.002628,107.586209,103.366412,222.520017,0.003701,0,0,68.679127,85.74599,104.239298,107.41843,87.693527,122.250027,105.232113,154.311686,115.218769,101.236239,87.943876,175.664633,199.873174,93.33052,162.582506,189.318564,190.135174,164.594307,87.829994,106.154875,149.963129,201.987379,82.593156
3335,55.58333333,425,2877.903091,2758.124677,5636.027768,26.750227,26.667353,0.002816,107.584249,103.427014,222.634572,0.003865,0,0,68.628269,85.659878,104.210426,107.686979,87.72061,122.434887,105.029505,154.322519,115.441686,101.305336,87.614518,175.204868,199.1281,93.587997,162.463014,188.96896,190.301887,164.81304,88.004337,105.98608,149.947558,201.979795,82.791037
3340,55.66666667,430,2849.676213,2704.377918,5554.054131,26.485549,26.136472,0.001898,107.593624,103.471421,222.63389,0.003988,0,0,68.594842,85.802696,104.30959,107.803245,87.272406,122.340853,105.003824,154.23873,115.465161,101.348391,87.704584,174.951457,198.747489,93.830037,162.783349,188.796772,190.302734,164.814282,88.051598,105.501106,149.953759,202.009568,82.702867
3345,55.75,435,2887.311729,2795.713226,5683.024955,26.847444,27.034772,0.002702,107.545126,103.411757,222.563486,0.003685,0,0,68.661347,85.679673,104.399346,107.902588,87.421239,122.478919,105.323054,154.379876,115.541609,101.439645,87.896013,174.668475,198.142268,93.324954,162.647138,188.406494,190.258471,164.760324,88.132821,105.61102,150.036195,201.907175,82.618204
3350,55.83333333,440,2885.457259,2730.323746,5615.781005,26.830987,26.384726,0.001948,107.541972,103.481223,222.531012,0.004136,0,0,68.751038,85.841328,104.439561,107.941455,87.430112,122.616498,104.961108,154.099024,115.363428,101.277483,87.530128,174.120018,197.687704,93.271975,162.745014,187.871667,190.39581,164.649358,88.284635,105.709688,150.004545,201.951202,82.806958
3355,55.91666667,445,2866.357171,2749.481395,5615.838567,26.667648,26.561785,0.002144,107.484439,103.512675,222.480042,0.003923,0,0,68.972442,85.882003,104.563538,108.04946,87.307255,122.415829,105.15476,154.024408,115.792042,101.394294,87.65609,173.687135,196.721401,93.661584,162.867658,187.671194,190.664894,164.82885,88.197002,105.338114,150.068491,201.961427,82.863477
3360,56,450,2847.056895,2745.602427,5592.659321,26.498318,26.494859,0.001661,107.44293,103.627742,222.453278,0.003808,0,0,69.062891,85.868043,104.412672,107.932947,87.341708,122.620246,105.2224,154.013329,115.545316,101.260105,87.642971,173.358765,196.202592,93.658648,162.520439,187.417492,190.287466,164.963028,88.098416,105.134214,150.027955,201.967695,83.218731
3365,56.08333333,455,2888.023489,2769.012041,5657.03553,26.896077,26.716387,0.001554,107.377128,103.644703,222.329602,0.003644,0,0,69.329634,85.812332,104.359714,108.105853,87.470289,122.647316,105.140397,153.745779,115.671089,101.270605,87.483299,173.034937,195.68736,93.46292,162.670645,187.032296,191.02113,164.850201,88.247787,104.95353,149.908502,202.092723,82.980783
3370,56.16666667,460,2898.799458,2744.092973,5642.892431,26.996604,26.477288,0.002382,107.376447,103.639504,222.302583,0.003464,0,0,69.513449,85.839904,104.616435,108.220125,87.366886,122.527147,105.192479,153.956521,115.787175,101.33492,87.518542,172.908497,195.355818,93.966996,162.73207,186.8074,190.944194,164.939097,88.580573,104.744787,150.165926,202.1218,83.112533
3375,56.25,465,2924.206332,2788.290083,5712.496415,27.22773,26.926015,0.002792,107.398096,103.553758,222.306163,0.00389,0,0,69.546294,86.118115,104.702212,108.348848,87.548672,122.646064,105.213645,154.12045,115.836456,101.639091,87.659649,172.700813,194.878005,93.84798,162.876196,186.773335,190.814715,164.640479,88.532902,104.857858,150.138038,202.09598,83.082541
3380,56.33333333,470,2873.526815,2753.739211,5627.266026,26.741032,26.584749,0.002251,107.45759,103.58342,222.452937,0.003546,0,0,69.476412,85.992965,104.749534,108.113988,87.424947,122.633037,105.403986,153.936002,116.005688,101.468906,87.376154,172.101072,194.375792,93.782462,162.649435,186.235812,190.686058,164.85316,88.666043,104.596651,149.960912,202.137894,83.14134
3385,56.41666667,475,2866.10783,2723.962089,5590.069919,26.659092,26.309359,0.001423,107.509583,103.535859,222.486178,0.003759,0,0,69.692188,86.191996,104.859078,108.240204,87.624058,122.555128,105.4517,153.907521,116.069389,101.679677,87.604952,172.090199,193.789208,94.120966,162.733779,186.023255,190.794602,165.01419,88.429327,104.437545,149.931669,201.885458,83.182631
3390,56.5,480,2855.319348,2706.35073,5561.670078,26.541025,26.146471,0.002013,107.581351,103.507305,222.612155,0.003906,0,0,69.55603,85.897566,104.892171,108.124225,87.29148,122.557869,105.372418,153.778812,116.044584,100.939225,87.42282,171.542316,193.375562,93.593035,162.643719,185.326478,190.678246,165.02863,88.446207,104.585334,150.19827,201.982962,83.141185
3395,56.58333333,485,2834.396961,2700.021671,5534.418632,26.340994,26.097166,0.001308,107.604023,103.460341,222.625963,0.003693,0,0,69.721586,86.171158,105.081835,108.211934,87.129947,122.848686,105.356804,153.671215,116.062625,101.047255,87.448766,171.574987,193.009092,93.550162,162.496153,185.179507,190.595976,164.51739,88.57326,104.032792,149.707194,201.98617,83.221624
3400,56.66666667,490,2821.311575,2684.747105,5506.05868,26.216314,25.950234,0.0028,107.616638,103.457528,222.664319,0.003857,0,0,70.008061,86.273879,105.095102,108.243425,87.41107,122.929324,105.56329,153.72471,116.196617,101.473256,87.430993,171.250997,192.414307,93.838516,162.548807,185.048117,190.603533,165.134412,88.426936,104.010717,149.99404,202.005224,83.2983
3405,56.75,495,2964.611536,2842.35859,5806.970126,27.568045,27.508963,0.003382,107.537966,103.324818,222.508936,0.00421,0,0,69.925509,86.292631,105.029361,107.984851,87.148798,122.864068,105.781188,153.800831,116.248219,101.399645,87.243559,170.88736,191.90088,93.504676,162.507919,184.5231,190.969931,164.87823,88.462991,104.111181,150.275522,202.139322,83.406464
3410,56.83333333,500,2964.215018,2781.661519,5745.876537,27.569799,26.890069,0.002825,107.516743,103.44568,222.446544,0.003669,0,0,70.009799,86.393238,105.057712,108.133079,87.07279,122.734717,105.788807,153.718345,116.202598,101.31565,87.458312,170.690824,191.523442,93.404989,162.43365,184.100064,190.337852,164.926648,88.334368,103.893424,150.155573,201.956425,83.346948
3415,56.91666667,505,2863.557892,2743.027207,5606.585098,26.648536,26.484582,0.001595,107.456482,103.57072,222.482599,0.003906,0,0,69.901033,86.233197,104.871114,108.257358,87.150025,122.876193,105.675651,153.739505,116.746137,100.959318,87.004,171.187386,190.367863,93.278133,162.531947,183.786002,190.152684,165.270881,88.338216,103.777868,149.900759,201.946469,83.402697
3420,57,510,2857.869581,2709.8886,5567.758181,26.606574,26.155666,0.001062,107.41216,103.606177,222.444499,0.004021,0,0,69.84299,85.930687,104.871169,107.823203,86.950359,122.972797,105.682079,153.649825,116.164417,101.123924,87.061412,170.781313,190.93031,93.500299,162.120189,183.387696,189.933704,165.169845,88.636737,103.708451,149.93576,202.130958,83.735993
3425,57.08333333,515,2799.329271,2676.46831,5475.797581,26.062498,25.818801,0.001579,107.408324,103.66354,222.379209,0.003874,0,0,69.939446,86.156065,105.009664,108.01925,87.239323,123.004624,105.996057,153.580693,116.477561,101.317033,87.278364,170.997769,192.714763,93.246858,162.262644,183.352534,189.583433,165.342881,88.608422,103.508148,150.071532,201.979875,83.681384
3430,57.16666667,520,2832.281489,2696.875165,5529.156654,26.370548,26.003834,0.002087,107.40321,103.710675,222.445436,0.003816,0,0,69.891927,86.233627,104.958439,108.039308,86.975547,123.07204,106.118082,153.541496,116.492318,101.107878,86.968225,171.310219,194.973261,93.037811,162.095377,182.819114,189.663117,165.161278,88.81014,103.549211,150.150893,202.028648,83.803411
3435,57.25,525,2809.560446,2682.630894,5492.19134,26.160494,25.870761,0.00198,107.397073,103.693543,222.416456,0.003865,0,0,69.668267,86.121297,104.673429,107.862955,87.052074,123.150642,106.006655,153.560099,116.467176,101.103925,86.823034,171.481061,196.91638,92.90615,161.816778,182.615954,189.167535,165.269602,88.589023,103.667931,150.21221,202.04723,83.877871
3440,57.33333333,530,2940.774444,2814.436218,5755.210662,27.386758,27.165803,0.002693,107.37943,103.602171,222.316135,0.004259,0,0,70.170025,86.511355,105.237126,108.331741,87.162346,123.782384,106.452526,153.538177,116.937472,101.517822,87.381132,172.496365,199.268771,93.50359,162.136016,182.665327,188.996094,165.326694,88.854349,103.437776,150.384893,202.115775,84.040558
3445,57.41666667,535,2919.792833,2813.518957,5733.311791,27.19339,27.150092,0.003193,107.371418,103.628338,222.323721,0.003595,0,0,69.94353,86.4015,105.179787,108.097447,86.978538,123.826559,106.213764,153.531026,116.824207,101.191285,87.147345,172.708633,200.658426,93.632838,161.72747,182.269908,188.876228,165.238544,88.537871,103.328962,150.031728,202.024817,84.166066
3450,57.5,540,2849.273453,2715.537745,5564.811198,26.529723,26.202668,0.001792,107.399289,103.635924,222.378868,0.003947,0,0,70.291061,86.324421,105.110704,108.013489,86.980026,123.917801,106.214025,153.472199,116.693433,101.40008,87.018265,173.531352,202.149619,93.748965,161.716073,182.054684,188.68606,164.695436,88.346385,103.431387,150.116658,201.855355,84.089539
3455,57.58333333,545,2806.418298,2680.394377,5486.812675,26.125949,25.848322,0.001243,107.418808,103.697037,222.436657,0.004054,0,0,70.314851,86.375451,105.388992,108.321466,87.227469,124.222848,106.424321,153.198489,116.780535,101.577094,86.895957,174.203396,203.575512,94.131299,161.924278,181.590584,188.011557,165.034748,88.214015,103.610305,150.068446,201.886871,83.890385
3460,57.66666667,550,2897.478791,2732.917507,5630.396299,26.977902,26.362303,0.001317,107.401932,103.667631,222.411854,0.003849,0,0,70.434663,86.146588,105.283351,107.897566,87.364054,124.643887,106.464465,153.416991,116.870982,101.589447,87.007779,174.920446,204.990046,93.956114,161.851748,181.459337,188.676184,164.883814,87.935665,103.698089,150.097287,202.035132,84.01077
3465,57.75,555,2796.935841,2675.490865,5472.426706,26.042075,25.799402,0.002202,107.400653,103.7036,222.438106,0.004046,0,0,70.555003,86.285505,105.239592,107.865456,87.092057,124.635766,106.345144,153.161766,116.815578,101.250154,86.783279,175.320585,206.214118,93.932378,161.736135,181.080088,187.780943,164.613279,88.096414,103.688359,150.194799,202.003168,84.084089
3470,57.83333333,0,2803.083426,2677.310345,5480.393771,26.094945,25.823505,0.002136,107.418638,103.677263,222.355258,0.003742,0,0,-100481.5976,86.338475,105.219312,107.999395,87.19175,124.813711,106.599878,153.467094,116.542907,101.170141,86.786579,176.088823,207.48795,94.083351,161.491998,181.142436,187.827154,164.959359,87.977824,103.779419,150.049692,202.029255,84.082916
3475,57.91666667,5,2912.038389,2785.481572,5697.519961,27.11454,26.882365,0.002472,107.39767,103.617428,222.356025,0.003775,0,0,70.657227,86.507986,105.37887,107.895072,87.01092,125.161002,106.615963,153.392268,116.754406,101.434075,86.838019,176.970992,208.763701,94.022992,161.742346,180.904404,187.055392,164.983811,88.188811,104.123538,150.320721,201.842361,84.266286
3480,58,10,2929.547858,2775.680214,5705.228072,27.273158,26.791763,0.002579,107.415058,103.602001,222.33233,0.003726,0,0,70.520695,86.421583,105.684312,107.996675,87.167817,125.33714,106.909054,153.284977,117.113885,101.665248,86.994539,177.457127,209.449734,93.911902,161.732854,180.764538,187.382144,164.828539,88.348583,104.245355,150.466722,202.104351,84.363946
3485,58.08333333,15,2885.371302,2768.949195,5654.320497,26.857967,26.723649,0.002693,107.430741,103.614189,222.450295,0.003792,0,0,70.332448,86.302346,105.421036,107.93712,87.25123,125.62214,106.925799,153.182361,116.72522,101.620477,86.685361,178.201253,210.647799,94.30657,161.442124,180.41563,187.147237,164.665321,88.136207,104.385843,150.366884,201.978553,84.375853
